id,climate,type,vav_min_frac,vintage,vav_sizing,heating_sp,cooling_sp,terminal_heating,central_heating,cooling,fans,hvac
LowExistingVAVAuto.Miami.hsp21.11.csp26.67,Miami,LowExistingVAVAuto,Low,Existing,TRUE,21.11,26.67,0.09685352,0,13.71343334,1.20695746,15.0220163
LowExistingVAVAuto.Miami.hsp21.11.csp26.94,Miami,LowExistingVAVAuto,Low,Existing,TRUE,21.11,26.94,0.0919048,0,13.21007782,1.18786954,14.49462414
LowExistingVAVAuto.Miami.hsp21.11.csp27.22,Miami,LowExistingVAVAuto,Low,Existing,TRUE,21.11,27.22,0.08713282,0,12.6952342,1.17072576,13.95786476
LowExistingVAVAuto.Miami.hsp21.11.csp27.5,Miami,LowExistingVAVAuto,Low,Existing,TRUE,21.11,27.5,0.08289106,0,12.19134846,1.15817722,13.43718872
LowExistingVAVAuto.Miami.hsp21.11.csp27.78,Miami,LowExistingVAVAuto,Low,Existing,TRUE,21.11,27.78,0.07882604,0,11.69983452,1.15128436,12.9347169
LowExistingVAVAuto.Miami.hsp21.11.csp28.06,Miami,LowExistingVAVAuto,Low,Existing,TRUE,21.11,28.06,0.07529124,0,11.21839476,1.14987044,12.44832842
LowExistingVAVAuto.Miami.hsp21.11.csp28.33,Miami,LowExistingVAVAuto,Low,Existing,TRUE,21.11,28.33,0.07228666,0,10.75975446,1.15163784,11.98845094
LowExistingVAVAuto.Miami.hsp21.11.csp28.61,Miami,LowExistingVAVAuto,Low,Existing,TRUE,21.11,28.61,0.06928208,0,10.29174694,1.15711678,11.52291778
LowExistingVAVAuto.Miami.hsp21.11.csp28.89,Miami,LowExistingVAVAuto,Low,Existing,TRUE,21.11,28.89,0.06663098,0,9.83363686,1.16489334,11.06993316
LowExistingVAVAuto.Miami.hsp21.11.csp29.17,Miami,LowExistingVAVAuto,Low,Existing,TRUE,21.11,29.17,0.06415662,0,9.3866614,1.17337686,10.62896686
LowExistingVAVAuto.Miami.hsp21.11.csp29.44,Miami,LowExistingVAVAuto,Low,Existing,TRUE,21.11,29.44,0.06203574,0,8.96107148,1.18009298,10.20797218
LowExistingVAVAuto.Miami.hsp21.11.csp29.72,Miami,LowExistingVAVAuto,Low,Existing,TRUE,21.11,29.72,0.0600916,0,8.5312398,1.18627888,9.78238226
LowExistingVAVAuto.Miami.hsp21.11.csp30,Miami,LowExistingVAVAuto,Low,Existing,TRUE,21.11,30,0.0583242,0,8.11819842,1.19175782,9.37305242
LowExistingVAVAuto.Phoenix.hsp17.67.csp22.22,Phoenix,LowExistingVAVAuto,Low,Existing,TRUE,17.67,22.22,0.59879512,0.19688836,18.88325508,2.19546428,21.87917482
LowExistingVAVAuto.Phoenix.hsp18.17.csp22.22,Phoenix,LowExistingVAVAuto,Low,Existing,TRUE,18.17,22.22,0.7060763,0.19494422,18.88572944,2.1951108,21.98663274
LowExistingVAVAuto.Phoenix.hsp18.89.csp22.22,Phoenix,LowExistingVAVAuto,Low,Existing,TRUE,18.89,22.22,0.91268536,0.19140942,18.89138512,2.1951108,22.19536268
LowExistingVAVAuto.Phoenix.hsp19.17.csp22.22,Phoenix,LowExistingVAVAuto,Low,Existing,TRUE,19.17,22.22,1.0144876,0.18981876,18.89456644,2.1951108,22.29875558
LowExistingVAVAuto.Phoenix.hsp19.44.csp22.22,Phoenix,LowExistingVAVAuto,Low,Existing,TRUE,19.44,22.22,1.1267175,0.18805136,18.89845472,2.1951108,22.41310636
LowExistingVAVAuto.Phoenix.hsp19.72.csp22.22,Phoenix,LowExistingVAVAuto,Low,Existing,TRUE,19.72,22.22,1.26033294,0.18610722,18.90375692,2.19546428,22.55043334
LowExistingVAVAuto.Phoenix.hsp20.csp22.22,Phoenix,LowExistingVAVAuto,Low,Existing,TRUE,20,22.22,1.4121526,0.1838096,18.9102963,2.19617124,22.70720172
LowExistingVAVAuto.Phoenix.hsp20.28.csp22.22,Phoenix,LowExistingVAVAuto,Low,Existing,TRUE,20.28,22.22,1.58306018,0.18133524,18.91789612,2.19705494,22.88411846
LowExistingVAVAuto.Phoenix.hsp20.56.csp22.22,Phoenix,LowExistingVAVAuto,Low,Existing,TRUE,20.56,22.22,1.77217198,0.17868414,18.92690986,2.19793864,23.0804766
LowExistingVAVAuto.Phoenix.hsp20.83.csp22.22,Phoenix,LowExistingVAVAuto,Low,Existing,TRUE,20.83,22.22,1.97365558,0.17603304,18.93698404,2.19917582,23.29062046
LowExistingVAVAuto.Phoenix.hsp21.11.csp22.22,Phoenix,LowExistingVAVAuto,Low,Existing,TRUE,21.11,22.22,2.20447802,0.17267498,18.94864888,2.20058974,23.5311636
LowExistingVAVAuto.Phoenix.hsp21.11.csp22.5,Phoenix,LowExistingVAVAuto,Low,Existing,TRUE,21.11,22.5,2.0775787,0.18875832,18.40375946,2.06803474,22.7429032
LowExistingVAVAuto.Phoenix.hsp21.11.csp22.78,Phoenix,LowExistingVAVAuto,Low,Existing,TRUE,21.11,22.78,1.96853012,0.2059021,17.88219972,1.95509788,22.0165018
LowExistingVAVAuto.Phoenix.hsp21.11.csp23.06,Phoenix,LowExistingVAVAuto,Low,Existing,TRUE,21.11,23.06,1.86867202,0.22233892,17.37743028,1.85683044,21.33004364
LowExistingVAVAuto.Phoenix.hsp21.11.csp23.33,Phoenix,LowExistingVAVAuto,Low,Existing,TRUE,21.11,23.33,1.78171594,0.23647812,16.90447404,1.77393938,20.70137946
LowExistingVAVAuto.Phoenix.hsp21.11.csp23.61,Phoenix,LowExistingVAVAuto,Low,Existing,TRUE,21.11,23.61,1.68592286,0.24354772,16.4306341,1.69829466,20.06317132
LowExistingVAVAuto.Phoenix.hsp21.11.csp23.89,Phoenix,LowExistingVAVAuto,Low,Existing,TRUE,21.11,23.89,1.599497,0.24884992,15.9711101,1.63237064,19.45659964
LowExistingVAVAuto.Phoenix.hsp21.11.csp24.17,Phoenix,LowExistingVAVAuto,Low,Existing,TRUE,21.11,24.17,1.52155466,0.2527382,15.52554856,1.57439992,18.87901332
LowExistingVAVAuto.Phoenix.hsp21.11.csp24.44,Phoenix,LowExistingVAVAuto,Low,Existing,TRUE,21.11,24.44,1.45209584,0.2545056,15.10967934,1.52508946,18.34614222
LowExistingVAVAuto.Phoenix.hsp21.11.csp24.72,Phoenix,LowExistingVAVAuto,Low,Existing,TRUE,21.11,24.72,1.3865253,0.25468234,14.6915125,1.4801975,17.81768962
LowExistingVAVAuto.Phoenix.hsp21.11.csp25,Phoenix,LowExistingVAVAuto,Low,Existing,TRUE,21.11,25,1.32714066,0.25150102,14.28395006,1.440431,17.30779472
LowExistingVAVAuto.Phoenix.hsp21.11.csp25.28,Phoenix,LowExistingVAVAuto,Low,Existing,TRUE,21.11,25.28,1.272528,0.24496164,13.88752224,1.405083,16.81486686
LowExistingVAVAuto.Phoenix.hsp21.11.csp25.56,Phoenix,LowExistingVAVAuto,Low,Existing,TRUE,21.11,25.56,1.22268732,0.23559442,13.50576384,1.37486046,16.34367802
LowExistingVAVAuto.Phoenix.hsp21.11.csp25.83,Phoenix,LowExistingVAVAuto,Low,Existing,TRUE,21.11,25.83,1.17867906,0.22516676,13.14486076,1.34887968,15.90235824
LowExistingVAVAuto.Phoenix.hsp21.11.csp26.11,Phoenix,LowExistingVAVAuto,Low,Existing,TRUE,21.11,26.11,1.13626146,0.21420888,12.7827205,1.32572674,15.46368956
LowExistingVAVAuto.Phoenix.hsp21.11.csp26.39,Phoenix,LowExistingVAVAuto,Low,Existing,TRUE,21.11,26.39,1.09684844,0.20307426,12.43030094,1.30557838,15.040574
LowExistingVAVAuto.Phoenix.hsp21.11.csp26.67,Phoenix,LowExistingVAVAuto,Low,Existing,TRUE,21.11,26.67,1.06097022,0.19229312,12.08689512,1.2884346,14.63336504
LowExistingVAVAuto.Phoenix.hsp21.11.csp26.94,Phoenix,LowExistingVAVAuto,Low,Existing,TRUE,21.11,26.94,1.02898028,0.18239568,11.76540506,1.27464888,14.25620188
LowExistingVAVAuto.Phoenix.hsp21.11.csp27.22,Phoenix,LowExistingVAVAuto,Low,Existing,TRUE,21.11,27.22,0.99805078,0.17249824,11.44161738,1.26316078,13.88009916
LowExistingVAVAuto.Phoenix.hsp21.11.csp27.5,Phoenix,LowExistingVAVAuto,Low,Existing,TRUE,21.11,27.5,0.97065608,0.16330776,11.13179216,1.25503074,13.52555872
LowExistingVAVAuto.Phoenix.hsp21.11.csp27.78,Phoenix,LowExistingVAVAuto,Low,Existing,TRUE,21.11,27.78,0.945559,0.15482424,10.83098068,1.24849136,13.18462726
LowExistingVAVAuto.Phoenix.hsp21.11.csp28.06,Phoenix,LowExistingVAVAuto,Low,Existing,TRUE,21.11,28.06,0.92205258,0.14651746,10.53759228,1.24371938,12.85465368
LowExistingVAVAuto.Phoenix.hsp21.11.csp28.33,Phoenix,LowExistingVAVAuto,Low,Existing,TRUE,21.11,28.33,0.901374,0.13891764,10.26611964,1.24124502,12.55242828
LowExistingVAVAuto.Phoenix.hsp21.11.csp28.61,Phoenix,LowExistingVAVAuto,Low,Existing,TRUE,21.11,28.61,0.88228608,0.13149456,9.99500048,1.24000784,12.25356094
LowExistingVAVAuto.Phoenix.hsp21.11.csp28.89,Phoenix,LowExistingVAVAuto,Low,Existing,TRUE,21.11,28.89,0.86478882,0.12407148,9.73183462,1.23859392,11.96406082
LowExistingVAVAuto.Phoenix.hsp21.11.csp29.17,Phoenix,LowExistingVAVAuto,Low,Existing,TRUE,21.11,29.17,0.8492357,0.11735536,9.47556162,1.23753348,11.68445814
LowExistingVAVAuto.Phoenix.hsp21.11.csp29.44,Phoenix,LowExistingVAVAuto,Low,Existing,TRUE,21.11,29.44,0.83580346,0.1113462,9.23431152,1.23647304,11.4227062
LowExistingVAVAuto.Phoenix.hsp21.11.csp29.72,Phoenix,LowExistingVAVAuto,Low,Existing,TRUE,21.11,29.72,0.82290144,0.10498356,8.98864292,1.23558934,11.15688924
LowExistingVAVAuto.Phoenix.hsp21.11.csp30,Phoenix,LowExistingVAVAuto,Low,Existing,TRUE,21.11,30,0.81141334,0.09932788,8.75004392,1.2345289,10.90008602
LowExistingVAVAuto.Fresno.hsp17.67.csp22.22,Fresno,LowExistingVAVAuto,Low,Existing,TRUE,17.67,22.22,0.44838938,0.57016324,3.2917825,1.17673492,5.49184202
LowExistingVAVAuto.Fresno.hsp18.17.csp22.22,Fresno,LowExistingVAVAuto,Low,Existing,TRUE,18.17,22.22,0.56980976,0.56662844,3.29301968,1.17691166,5.61114152
LowExistingVAVAuto.Fresno.hsp18.89.csp22.22,Fresno,LowExistingVAVAuto,Low,Existing,TRUE,18.89,22.22,0.83845456,0.55973558,3.29655448,1.17779536,5.87731196
LowExistingVAVAuto.Fresno.hsp19.17.csp22.22,Fresno,LowExistingVAVAuto,Low,Existing,TRUE,19.17,22.22,0.98320462,0.55602404,3.29902884,1.17850232,6.0215318
LowExistingVAVAuto.Fresno.hsp19.44.csp22.22,Fresno,LowExistingVAVAuto,Low,Existing,TRUE,19.44,22.22,1.14987044,0.55213576,3.30221016,1.17938602,6.18837436
LowExistingVAVAuto.Fresno.hsp19.72.csp22.22,Fresno,LowExistingVAVAuto,Low,Existing,TRUE,19.72,22.22,1.35400514,0.54754052,3.30662866,1.1806232,6.3935695
LowExistingVAVAuto.Fresno.hsp20.csp22.22,Fresno,LowExistingVAVAuto,Low,Existing,TRUE,20,22.22,1.59172044,0.54206158,3.31193086,1.18221386,6.63269872
LowExistingVAVAuto.Fresno.hsp20.28.csp22.22,Fresno,LowExistingVAVAuto,Low,Existing,TRUE,20.28,22.22,1.8654907,0.53587568,3.31847024,1.18398126,6.90858986
LowExistingVAVAuto.Fresno.hsp20.56.csp22.22,Fresno,LowExistingVAVAuto,Low,Existing,TRUE,20.56,22.22,2.1783205,0.52862934,3.3262468,1.18627888,7.2242475
LowExistingVAVAuto.Fresno.hsp20.83.csp22.22,Fresno,LowExistingVAVAuto,Low,Existing,TRUE,20.83,22.22,2.51995892,0.52067604,3.33490706,1.18892998,7.56924398
LowExistingVAVAuto.Fresno.hsp21.11.csp22.22,Fresno,LowExistingVAVAuto,Low,Existing,TRUE,21.11,22.22,2.9206285,0.51148556,3.3456882,1.19228804,7.97486228
LowExistingVAVAuto.Fresno.hsp21.11.csp22.5,Fresno,LowExistingVAVAuto,Low,Existing,TRUE,21.11,22.5,2.69722914,0.5408244,3.19422202,1.14474498,7.58179252
LowExistingVAVAuto.Fresno.hsp21.11.csp22.78,Fresno,LowExistingVAVAuto,Low,Existing,TRUE,21.11,22.78,2.49981056,0.5514288,3.05159284,1.10427152,7.2118757
LowExistingVAVAuto.Fresno.hsp21.11.csp23.06,Fresno,LowExistingVAVAuto,Low,Existing,TRUE,21.11,23.06,2.31635444,0.55195902,2.91567978,1.06874678,6.857512
LowExistingVAVAuto.Fresno.hsp21.11.csp23.33,Fresno,LowExistingVAVAuto,Low,Existing,TRUE,21.11,23.33,2.16630218,0.5523125,2.79125482,1.0392312,6.55387268
LowExistingVAVAuto.Fresno.hsp21.11.csp23.61,Fresno,LowExistingVAVAuto,Low,Existing,TRUE,21.11,23.61,2.01943124,0.54382898,2.66736008,1.01201324,6.24740552
LowExistingVAVAuto.Fresno.hsp21.11.csp23.89,Fresno,LowExistingVAVAuto,Low,Existing,TRUE,21.11,23.89,1.89182496,0.53481524,2.54841406,0.9879766,5.96780284
LowExistingVAVAuto.Fresno.hsp21.11.csp24.17,Fresno,LowExistingVAVAuto,Low,Existing,TRUE,21.11,24.17,1.77871136,0.52421084,2.43335632,0.96694454,5.70799504
LowExistingVAVAuto.Fresno.hsp21.11.csp24.44,Fresno,LowExistingVAVAuto,Low,Existing,TRUE,21.11,24.44,1.6799137,0.51395992,2.32607514,0.94856358,5.47328432
LowExistingVAVAuto.Fresno.hsp21.11.csp24.72,Fresno,LowExistingVAVAuto,Low,Existing,TRUE,21.11,24.72,1.58747868,0.50070442,2.21773352,0.93159654,5.24228514
LowExistingVAVAuto.Fresno.hsp21.11.csp25,Fresno,LowExistingVAVAuto,Low,Existing,TRUE,21.11,25,1.50211326,0.48020258,2.11257322,0.91622016,5.0158812
LowExistingVAVAuto.Fresno.hsp21.11.csp25.28,Fresno,LowExistingVAVAuto,Low,Existing,TRUE,21.11,25.28,1.42788246,0.45846356,2.0104175,0.90243444,4.80396994
LowExistingVAVAuto.Fresno.hsp21.11.csp25.56,Fresno,LowExistingVAVAuto,Low,Existing,TRUE,21.11,25.56,1.36054452,0.4321293,1.91108962,0.8898859,4.59842132
LowExistingVAVAuto.Fresno.hsp21.11.csp25.83,Fresno,LowExistingVAVAuto,Low,Existing,TRUE,21.11,25.83,1.30416446,0.40897636,1.81812438,0.87910476,4.41514194
LowExistingVAVAuto.Fresno.hsp21.11.csp26.11,Fresno,LowExistingVAVAuto,Low,Existing,TRUE,21.11,26.11,1.25078898,0.38317232,1.72445218,0.86903058,4.23221604
LowExistingVAVAuto.Fresno.hsp21.11.csp26.39,Fresno,LowExistingVAVAuto,Low,Existing,TRUE,21.11,26.39,1.20236222,0.3570148,1.63378456,0.8598401,4.05777366
LowExistingVAVAuto.Fresno.hsp21.11.csp26.67,Fresno,LowExistingVAVAuto,Low,Existing,TRUE,21.11,26.67,1.15800048,0.33032706,1.54541456,0.85117984,3.88969392
LowExistingVAVAuto.Fresno.hsp21.11.csp26.94,Fresno,LowExistingVAVAuto,Low,Existing,TRUE,21.11,26.94,1.11911768,0.30522998,1.46270024,0.84358002,3.7353999
LowExistingVAVAuto.Fresno.hsp21.11.csp27.22,Fresno,LowExistingVAVAuto,Low,Existing,TRUE,21.11,27.22,1.08217902,0.28066312,1.37910222,0.83615694,3.58287328
LowExistingVAVAuto.Fresno.hsp21.11.csp27.5,Fresno,LowExistingVAVAuto,Low,Existing,TRUE,21.11,27.5,1.04859842,0.25821714,1.2981553,0.82944082,3.43918366
LowExistingVAVAuto.Fresno.hsp21.11.csp27.78,Fresno,LowExistingVAVAuto,Low,Existing,TRUE,21.11,27.78,1.0180224,0.23753856,1.21985948,0.82343166,3.30362408
LowExistingVAVAuto.Fresno.hsp21.11.csp28.06,Fresno,LowExistingVAVAuto,Low,Existing,TRUE,21.11,28.06,0.99027422,0.21898086,1.1443915,0.8174225,3.17584106
LowExistingVAVAuto.Fresno.hsp21.11.csp28.33,Fresno,LowExistingVAVAuto,Low,Existing,TRUE,21.11,28.33,0.96641432,0.20254404,1.07493268,0.81247378,3.0611368
LowExistingVAVAuto.Fresno.hsp21.11.csp28.61,Fresno,LowExistingVAVAuto,Low,Existing,TRUE,21.11,28.61,0.94396834,0.1864607,1.00582734,0.80787854,2.9489069
LowExistingVAVAuto.Fresno.hsp21.11.csp28.89,Fresno,LowExistingVAVAuto,Low,Existing,TRUE,21.11,28.89,0.92381998,0.17179128,0.94061028,0.80363678,2.8446303
LowExistingVAVAuto.Fresno.hsp21.11.csp29.17,Fresno,LowExistingVAVAuto,Low,Existing,TRUE,21.11,29.17,0.90614598,0.159066,0.87998846,0.80010198,2.7500744
LowExistingVAVAuto.Fresno.hsp21.11.csp29.44,Fresno,LowExistingVAVAuto,Low,Existing,TRUE,21.11,29.44,0.89112308,0.14793138,0.82572928,0.79762762,2.66718334
LowExistingVAVAuto.Fresno.hsp21.11.csp29.72,Fresno,LowExistingVAVAuto,Low,Existing,TRUE,21.11,29.72,0.87680714,0.13679676,0.7741212,0.79550674,2.58800382
LowExistingVAVAuto.Fresno.hsp21.11.csp30,Fresno,LowExistingVAVAuto,Low,Existing,TRUE,21.11,30,0.86319816,0.12654584,0.72675488,0.79426956,2.51554042
LowExistingVAVAuto.San.Francisco.hsp17.67.csp22.22,San Francisco,LowExistingVAVAuto,Low,Existing,TRUE,17.67,22.22,1.78525074,1.16224224,10.34158762,1.62406386,14.91791644
LowExistingVAVAuto.San.Francisco.hsp18.17.csp22.22,San Francisco,LowExistingVAVAuto,Low,Existing,TRUE,18.17,22.22,1.99132958,1.15428894,10.34423872,1.62229646,15.11692568
LowExistingVAVAuto.San.Francisco.hsp18.89.csp22.22,San Francisco,LowExistingVAVAuto,Low,Existing,TRUE,18.89,22.22,2.37732974,1.13944278,10.35024788,1.61964536,15.49143774
LowExistingVAVAuto.San.Francisco.hsp19.17.csp22.22,San Francisco,LowExistingVAVAuto,Low,Existing,TRUE,19.17,22.22,2.56379044,1.13254992,10.35360594,1.61876166,15.67347994
LowExistingVAVAuto.San.Francisco.hsp19.44.csp22.22,San Francisco,LowExistingVAVAuto,Low,Existing,TRUE,19.44,22.22,2.76368338,1.1249501,10.35749422,1.6180547,15.86895438
LowExistingVAVAuto.San.Francisco.hsp19.72.csp22.22,San Francisco,LowExistingVAVAuto,Low,Existing,TRUE,19.72,22.22,2.99203146,1.11628984,10.36208946,1.61734774,16.09253048
LowExistingVAVAuto.San.Francisco.hsp20.csp22.22,San Francisco,LowExistingVAVAuto,Low,Existing,TRUE,20,22.22,3.24264878,1.10674588,10.3675684,1.61699426,16.3387293
LowExistingVAVAuto.San.Francisco.hsp20.28.csp22.22,San Francisco,LowExistingVAVAuto,Low,Existing,TRUE,20.28,22.22,3.51518186,1.09649496,10.3737543,1.61646404,16.60666714
LowExistingVAVAuto.San.Francisco.hsp20.56.csp22.22,San Francisco,LowExistingVAVAuto,Low,Existing,TRUE,20.56,22.22,3.81457942,1.0851836,10.38117738,1.61646404,16.90217642
LowExistingVAVAuto.San.Francisco.hsp20.83.csp22.22,San Francisco,LowExistingVAVAuto,Low,Existing,TRUE,20.83,22.22,4.12917662,1.0728118,10.38948416,1.61646404,17.2127086
LowExistingVAVAuto.San.Francisco.hsp21.11.csp22.22,San Francisco,LowExistingVAVAuto,Low,Existing,TRUE,21.11,22.22,4.48778208,1.05902608,10.39973508,1.61699426,17.56830948
LowExistingVAVAuto.San.Francisco.hsp21.11.csp22.5,San Francisco,LowExistingVAVAuto,Low,Existing,TRUE,21.11,22.5,4.28788914,1.1390893,10.0671104,1.537638,17.03649882
LowExistingVAVAuto.San.Francisco.hsp21.11.csp22.78,San Francisco,LowExistingVAVAuto,Low,Existing,TRUE,21.11,22.78,4.11114914,1.18663236,9.75109928,1.46941636,16.52306912
LowExistingVAVAuto.San.Francisco.hsp21.11.csp23.06,San Francisco,LowExistingVAVAuto,Low,Existing,TRUE,21.11,23.06,3.93900438,1.17549774,9.44304146,1.4095015,15.97181706
LowExistingVAVAuto.San.Francisco.hsp21.11.csp23.33,San Francisco,LowExistingVAVAuto,Low,Existing,TRUE,21.11,23.33,3.78965908,1.15729352,9.15495526,1.35930734,15.46598718
LowExistingVAVAuto.San.Francisco.hsp21.11.csp23.61,San Francisco,LowExistingVAVAuto,Low,Existing,TRUE,21.11,23.61,3.64809034,1.13237318,8.86633884,1.31335494,14.96492928
LowExistingVAVAuto.San.Francisco.hsp21.11.csp23.89,San Francisco,LowExistingVAVAuto,Low,Existing,TRUE,21.11,23.89,3.51853992,1.09914606,8.5860292,1.27288148,14.48136864
LowExistingVAVAuto.San.Francisco.hsp21.11.csp24.17,San Francisco,LowExistingVAVAuto,Low,Existing,TRUE,21.11,24.17,3.40418914,1.06079348,8.31491004,1.23735674,14.02202138
LowExistingVAVAuto.San.Francisco.hsp21.11.csp24.44,San Francisco,LowExistingVAVAuto,Low,Existing,TRUE,21.11,24.44,3.2988521,1.0144876,8.05916726,1.20660398,13.58388292
LowExistingVAVAuto.San.Francisco.hsp21.11.csp24.72,San Francisco,LowExistingVAVAuto,Low,Existing,TRUE,21.11,24.72,3.20411946,0.96712128,7.80183382,1.17832558,13.15617212
LowExistingVAVAuto.San.Francisco.hsp21.11.csp25,San Francisco,LowExistingVAVAuto,Low,Existing,TRUE,21.11,25,3.11822382,0.91692712,7.55316064,1.1532285,12.74631206
LowExistingVAVAuto.San.Francisco.hsp21.11.csp25.28,San Francisco,LowExistingVAVAuto,Low,Existing,TRUE,21.11,25.28,3.03957452,0.86531904,7.30961292,1.13095926,12.35023772
LowExistingVAVAuto.San.Francisco.hsp21.11.csp25.56,San Francisco,LowExistingVAVAuto,Low,Existing,TRUE,21.11,25.56,2.96552046,0.813004,7.0713674,1.11063416,11.965298
LowExistingVAVAuto.San.Francisco.hsp21.11.csp25.83,San Francisco,LowExistingVAVAuto,Low,Existing,TRUE,21.11,25.83,2.89871274,0.76387028,6.84708434,1.09278342,11.60722276
LowExistingVAVAuto.San.Francisco.hsp21.11.csp26.11,San Francisco,LowExistingVAVAuto,Low,Existing,TRUE,21.11,26.11,2.83367242,0.71562026,6.61997344,1.07616986,11.25020796
LowExistingVAVAuto.San.Francisco.hsp21.11.csp26.39,San Francisco,LowExistingVAVAuto,Low,Existing,TRUE,21.11,26.39,2.77322734,0.67002134,6.39834148,1.06079348,10.90715562
LowExistingVAVAuto.San.Francisco.hsp21.11.csp26.67,San Francisco,LowExistingVAVAuto,Low,Existing,TRUE,21.11,26.67,2.71667054,0.6265433,6.18395586,1.04736124,10.57930292
LowExistingVAVAuto.San.Francisco.hsp21.11.csp26.94,San Francisco,LowExistingVAVAuto,Low,Existing,TRUE,21.11,26.94,2.6678903,0.58783724,5.98388618,1.03604988,10.28043558
LowExistingVAVAuto.San.Francisco.hsp21.11.csp27.22,San Francisco,LowExistingVAVAuto,Low,Existing,TRUE,21.11,27.22,2.62140768,0.5505451,5.78346302,1.02615244,9.98634022
LowExistingVAVAuto.San.Francisco.hsp21.11.csp27.5,San Francisco,LowExistingVAVAuto,Low,Existing,TRUE,21.11,27.5,2.58075748,0.51943886,5.59081642,1.01837588,9.71416062
LowExistingVAVAuto.San.Francisco.hsp21.11.csp27.78,San Francisco,LowExistingVAVAuto,Low,Existing,TRUE,21.11,27.78,2.54169794,0.48850936,5.40400224,1.0127202,9.45170172
LowExistingVAVAuto.San.Francisco.hsp21.11.csp28.06,San Francisco,LowExistingVAVAuto,Low,Existing,TRUE,21.11,28.06,2.50511276,0.45917052,5.22408092,1.01059932,9.2037355
LowExistingVAVAuto.San.Francisco.hsp21.11.csp28.33,San Francisco,LowExistingVAVAuto,Low,Existing,TRUE,21.11,28.33,2.47241586,0.43230604,5.054764,1.01024584,8.97450372
LowExistingVAVAuto.San.Francisco.hsp21.11.csp28.61,San Francisco,LowExistingVAVAuto,Low,Existing,TRUE,21.11,28.61,2.44290028,0.40720896,4.88314946,1.01148302,8.7495137
LowExistingVAVAuto.San.Francisco.hsp21.11.csp28.89,San Francisco,LowExistingVAVAuto,Low,Existing,TRUE,21.11,28.89,2.4160358,0.3835258,4.71595342,1.0127202,8.5330072
LowExistingVAVAuto.San.Francisco.hsp21.11.csp29.17,San Francisco,LowExistingVAVAuto,Low,Existing,TRUE,21.11,29.17,2.39199916,0.36107982,4.55158522,1.01378064,8.32321682
LowExistingVAVAuto.San.Francisco.hsp21.11.csp29.44,San Francisco,LowExistingVAVAuto,Low,Existing,TRUE,21.11,29.44,2.37167406,0.34252212,4.39676098,1.01519456,8.1309237
LowExistingVAVAuto.San.Francisco.hsp21.11.csp29.72,San Francisco,LowExistingVAVAuto,Low,Existing,TRUE,21.11,29.72,2.35258614,0.32449464,4.24016934,1.016255,7.9382771
LowExistingVAVAuto.San.Francisco.hsp21.11.csp30,San Francisco,LowExistingVAVAuto,Low,Existing,TRUE,21.11,30,2.33632606,0.30858804,4.0879962,1.01678522,7.7544675
LowExistingVAVAuto.Baltimore.hsp17.67.csp22.22,Baltimore,LowExistingVAVAuto,Low,Existing,TRUE,17.67,22.22,3.97011062,4.35186902,8.2475721,1.4528028,18.02712652
LowExistingVAVAuto.Baltimore.hsp18.17.csp22.22,Baltimore,LowExistingVAVAuto,Low,Existing,TRUE,18.17,22.22,4.24935982,4.3274789,8.25128364,1.45032844,18.28322278
LowExistingVAVAuto.Baltimore.hsp18.89.csp22.22,Baltimore,LowExistingVAVAuto,Low,Existing,TRUE,18.89,22.22,4.74670618,4.2815265,8.2581765,1.4457332,18.73691436
LowExistingVAVAuto.Baltimore.hsp19.17.csp22.22,Baltimore,LowExistingVAVAuto,Low,Existing,TRUE,19.17,22.22,4.97240316,4.25978748,8.26224152,1.44378906,18.9429932
LowExistingVAVAuto.Baltimore.hsp19.44.csp22.22,Baltimore,LowExistingVAVAuto,Low,Existing,TRUE,19.44,22.22,5.20746736,4.23628106,8.26666002,1.44184492,19.15702534
LowExistingVAVAuto.Baltimore.hsp19.72.csp22.22,Baltimore,LowExistingVAVAuto,Low,Existing,TRUE,19.72,22.22,5.47381454,4.2090631,8.27302266,1.44007752,19.4007498
LowExistingVAVAuto.Baltimore.hsp20.csp22.22,Baltimore,LowExistingVAVAuto,Low,Existing,TRUE,20,22.22,5.76048682,4.17831034,8.28044574,1.43795664,19.66197152
LowExistingVAVAuto.Baltimore.hsp20.28.csp22.22,Baltimore,LowExistingVAVAuto,Low,Existing,TRUE,20.28,22.22,6.07084226,4.14437626,8.28981296,1.43618924,19.9459927
LowExistingVAVAuto.Baltimore.hsp20.56.csp22.22,Baltimore,LowExistingVAVAuto,Low,Existing,TRUE,20.56,22.22,6.40523434,4.10761434,8.30077084,1.43442184,20.25281334
LowExistingVAVAuto.Baltimore.hsp20.83.csp22.22,Baltimore,LowExistingVAVAuto,Low,Existing,TRUE,20.83,22.22,6.75641672,4.06820132,8.31508678,1.4333614,20.5778382
LowExistingVAVAuto.Baltimore.hsp21.11.csp22.22,Baltimore,LowExistingVAVAuto,Low,Existing,TRUE,21.11,22.22,7.14860278,4.02330936,8.33293752,1.4324777,20.94209934
LowExistingVAVAuto.Baltimore.hsp21.11.csp22.5,Baltimore,LowExistingVAVAuto,Low,Existing,TRUE,21.11,22.5,6.91300836,4.11609786,8.02010772,1.37273958,20.4267255
